Taxa,Perimeter,Area,Width.Mid.height,Maximum.Width,Height.Mid.width,Maximum.Height,Curved.Height,Fruit.Shape.Index.External.I,Fruit.Shape.Index.External.II,Curved.Fruit.Shape.Index,Proximal.Fruit.Blockiness,Distal.Fruit.Blockiness,Fruit.Shape.Triangle,Ellipsoid,Circular,Rectangular,Shoulder.Height,Proximal.Angle.Micro,Proximal.Angle.Macro,Proximal.Indentation.Area,Distal.Angle.Micro,Distal.Angle.Macro,Distal.Indentation.Area,Distal.End.Protrusion,Obovoid,Ovoid,V..Asymmetry,H..Asymmetry.ob,H..Asymmetry.ov,Width.Widest.Pos,Eccentricity,Proximal.Eccentricity,Distal.Eccentricity,Fruit.Shape.Index.Internal,Eccentricity.Area.Index,Average.Red,Average.Green,Average.Blue,Average.Luminosity,Average.L.Value,Average.a.Value,Average.b.Value,Average.Hue,Average.Chroma,Lobedness.Degree,Pericarp.Area,Pericarp.Thickness,Average.fruit.weight,Productivity.per.plant,Fruit.number.per.plant,Brix..,BNTC,FRAP..umol.Fe2..g.FW,TP..mg.GAE.100g.FW
CPSBB_TOM062,254.575,3981.419,81.661,81.83,48.091,59.944,61.556,0.732,0.588,0.755,0.773,0.702,1.101,0.064,0.138,0.588,0.111,261.75,247.1,0.206,97.05,175.55,0.04795,0.0243,0,0.122,0.226,0,0.215,0.477,0.64,0.89,0.888,0.587,0.505,137.887,83.719,66.8,96.302,44.309,22.533,23.262,45.921,32.387,0.949,0.763,0.126,315.94,2242,8,5.4,20.7,2.63,52.62
CPSBB_TOM063,240.12,3448.749,77.893,78.528,43.752,54.377,56.813,0.692,0.563,0.729,0.806,0.644,1.252,0.067,0.15,0.569,0.133,276.825,253.775,0.236,200.388,165.9,0.016775,0.016025,0,0.198,0.109,0,0.261,0.431,0.645,0.888,0.887,0.562,0.501,133.561,69.687,54.708,88.569,39.795,28.205,24.964,41.472,37.678,2.147,0.719,0.148,298.22,2595,8,5.4,29.2,3.48,65.31
CPSBB_TOM064,272.558,4531.02,90.953,91.228,50.588,62.04,62.535,0.681,0.557,0.692,0.711,0.719,0.992,0.063,0.158,0.555,0.105,252.55,243.25,0.217,177.025,176.95,0.068475,0.0377,0.082525,0.032,0.282,0.1803,0.074,0.483,0.651,0.89,0.887,0.557,0.491,132.66,73.913,57.193,89.32,40.843,25.346,24.697,44.273,35.414,1.179,0.677,0.176,286.12,2844,10,4.6,21.7,3.06,62.04
CPSBB_TOM065,280.386,4799.238,89.126,89.69,53.199,66.492,69.962,0.752,0.606,0.8,0.76,0.631,1.215,0.064,0.13,0.541,0.135,264.367,265.767,0.232,171.9,163.733,0.001966667,0.006866667,0,0.165,0.164,0,0.282,0.449,0.641,0.891,0.887,0.606,0.495,144.246,76.166,62.621,97.322,43.275,29.66,24.773,39.899,38.663,2.575,0.73,0.144,257.24,2510,9,5.2,29.2,2.58,55.92
CPSBB_TOM066,227.783,3205.601,72.919,73.639,45.466,54.081,56.909,0.746,0.638,0.791,0.818,0.645,1.273,0.058,0.124,0.568,0.103,251.85,242.55,0.215,178.125,165.125,0.00675,0.00745,0,0.193,0.115,0,0.261,0.437,0.67,0.889,0.887,0.636,0.486,146.55,78.006,61.009,97.651,44.144,29.273,27.185,43.236,39.996,1.296,0.697,0.164,160.29,1564,9,6,29.2,3.09,70.59
CPSBB_TOM067,235.754,3535.792,75.099,75.523,50.038,58.505,59.763,0.774,0.666,0.79,0.761,0.628,1.215,0.047,0.106,0.541,0.11,261.65,239.9,0.221,178.75,166.1,0.0142,0.0254,0,0.163,0.134,0,0.21,0.462,0.681,0.89,0.886,0.664,0.47,138.478,79.742,63.558,95.057,43.423,24.717,24.05,45.162,34.581,1.192,0.727,0.145,200.16,2161,10,6.2,27,3.64,78.06
CPSBB_TOM068,252.738,3988.956,81.957,82.719,50.08,59.521,61.661,0.721,0.612,0.752,0.761,0.669,1.142,0.055,0.131,0.569,0.109,272.75,242.9,0.214,174.05,164.7,0,0,0.0498,0.101,0.127,0.07705,0.146,0.461,0.672,0.89,0.887,0.611,0.483,149.753,111.141,82.559,109.34,53.573,12.278,26.543,65.961,30.087,2.958,0.736,0.141,304.59,2608,9,4.2,22.2,3,61.42
CPSBB_TOM070,263.131,3394.16,39.963,46.165,91.123,96.562,98.352,2.105,2.338,2.529,0.849,0.745,1.193,0.081,0.259,0.55,0.032,237,142.35,0.081,121.425,93.225,0.01365,0.00135,-0.0156,0.16,0.324,0.0737,0.389,0.372,0.755,0.9,0.903,2.343,0.463,151.908,74.004,61.678,100.475,44.038,34.164,26.705,38.049,43.373,2.125,0.577,0.241,93.63,2554,21,5.7,28.7,4.61,75.85
CPSBB_TOM071,147.784,1380.354,46.99,47.181,30.925,36.386,38.013,0.775,0.664,0.817,0.752,0.655,1.148,0.051,0.109,0.554,0.114,271.725,237.7,0.18,172.6,164.1,0,0,0,0.15,0.065,0,0.129,0.46,0.68,0.894,0.887,0.665,0.473,133.965,81.331,59.932,91.271,42.889,21.657,26.023,50.276,33.865,1.386,0.651,0.191,44.81,312,8,4.2,18.6,2.98,51.61
CPSBB_TOM072,241.461,3809.084,67.818,68.524,65.504,71.515,71.628,1.057,0.985,1.071,0.649,0.591,1.121,0.045,0.072,0.497,0.063,258.267,217.333,0.108,161.133,140.1,0,0,0.037566667,0.132,0.174,0.087133333,0.215,0.433,0.732,0.889,0.888,0.986,0.416,133.92,69.133,56.558,89.597,39.938,28.793,23.814,39.587,37.368,2.436,0.642,0.196,205.51,2421,10,5.5,19.2,1.77,35.87
CPSBB_TOM073,215.349,2853.347,47.032,47.964,74.782,78.105,78.603,1.631,1.594,1.668,0.684,0.501,1.434,0.042,0.159,0.455,0.015,190.275,132.6,0.036,110.7,101.5,0.000325,0.0147,0,0.158,0.151,0,0.33,0.473,0.765,0.889,0.887,1.595,0.383,108.577,78.141,59.329,79.094,38.365,11.26,18.623,59.845,21.955,0.644,0.646,0.195,95.31,1657,21,6.5,21.7,3.5,56.14
CPSBB_TOM074,180.543,2175.252,57.15,57.362,42.058,45.932,47.387,0.801,0.737,0.83,0.76,0.667,1.141,0.038,0.083,0.562,0.061,235.775,214.025,0.117,176.125,168.575,0.003225,0.0121,0,0.145,0.056,0,0.11,0.467,0.731,0.889,0.887,0.736,0.447,136.742,70.587,54.717,90.076,40.515,29.039,26.079,41.897,39.038,1.356,0.624,0.209,86.64,2153,24,6.7,25.2,4.52,60.25
CPSBB_TOM076,244.186,3817.517,67.183,67.755,66.781,72.729,72.597,1.085,1.009,1.089,0.669,0.557,1.202,0.046,0.074,0.481,0.079,284.675,223.325,0.144,230.725,138.6,0.01945,0.008125,0,0.149,0.185,0,0.261,0.45,0.737,0.89,0.888,1.009,0.401,136.062,69.954,55.317,90.029,40.373,29.179,25.484,41.15,38.748,2.592,0.645,0.195,145.21,2172,14,5.7,19.4,3.62,51.86
CPSBB_TOM077,269.619,4394.393,89.436,90.114,48.373,60.113,61.269,0.674,0.549,0.689,0.791,0.684,1.16,0.064,0.161,0.563,0.105,248.033,248.433,0.205,196.65,170.367,0.046466667,0.0148,0,0.159,0.218,0,0.242,0.442,0.644,0.889,0.887,0.548,0.503,137.283,69.901,57.395,91.55,40.608,29.883,24.28,39.101,38.518,1.745,0.719,0.15,310.47,2413,9,6,23.7,3.61,54
CPSBB_TOM078,243.168,3600.677,79.206,79.544,45.466,55.795,57.132,0.701,0.574,0.727,0.781,0.698,1.119,0.061,0.145,0.578,0.143,271.95,250.45,0.302,179.25,169.5,0.0123,0.02055,0.0446,0.08,0.152,0.1125,0.104,0.468,0.652,0.89,0.888,0.574,0.498,131.08,61.242,51.377,85.762,37.376,31.912,23.614,36.514,39.701,1.244,0.68,0.174,288.71,2235,7,5.3,22.9,3.65,54.65
CPSBB_TOM079,229.582,3417.893,71.205,71.565,51.075,58.081,60.389,0.813,0.72,0.857,0.765,0.698,1.103,0.045,0.089,0.569,0.064,257.075,224.05,0.109,177.05,166.825,0.004675,0.0083,0.03105,0.102,0.113,0.05215,0.117,0.481,0.704,0.89,0.888,0.72,0.466,136.583,72.689,58.802,91.912,41.153,28.079,24.126,40.701,37.033,1.752,0.71,0.156,160.07,2466,15,5.6,23.9,3.17,55.74
CPSBB_TOM080,297.636,4691.052,96.012,96.943,41.91,63.542,72.21,0.657,0.441,0.751,0.563,0.685,0.829,0.099,0.211,0.539,0.105,284.9,295.15,0.18,189,180.45,0.0167,0.0309,0.0557,0.093,0.392,0.2319,0.179,0.435,0.529,0.89,0.888,0.442,0.571,146.81,80.581,65.061,99.683,44.908,28.244,25.556,42.183,38.096,0.971,0.806,0.101,290.12,2241,8,4.2,19.2,4.28,46.7
CPSBB_TOM081,206.67,2914.596,58.716,59.457,60.643,63.246,63.53,1.08,1.055,1.103,0.545,0.687,0.796,0.031,0.057,0.479,0.028,219.875,147.75,0.06,175.15,158.725,0.00155,0.0023,0.17805,0,0.071,0.22035,0,0.543,0.767,0.889,0.888,1.055,0.386,108.809,77.421,58.321,78.859,38.16,11.746,19.21,59.981,22.799,0.622,0.659,0.187,94.67,1592,16,6.3,28.2,3.9,58.39
