Accession Accession,Rep,Perimeter,Area,Width.Mid.height,Maximum.Width,Height.Mid.width,Maximum.Height,Curved.Height,Fruit.Shape.Index.External.I,Fruit.Shape.Index.External.II,Curved.Fruit.Shape.Index,Proximal.Fruit.Blockiness,Distal.Fruit.Blockiness,Fruit.Shape.Triangle,Ellipsoid,Circular,Rectangular,Shoulder.Height,Proximal.Angle.Micro,Proximal.Angle.Macro,Proximal.Indentation.Area,Distal.Angle.Micro,Distal.Angle.Macro,Distal.Indentation.Area,Distal.End.Protrusion,Obovoid,Ovoid,V..Asymmetry,H..Asymmetry.ob,H..Asymmetry.ov,Width.Widest.Pos,Eccentricity,Proximal.Eccentricity,Distal.Eccentricity,Fruit.Shape.Index.Internal,Eccentricity.Area.Index,Average.Red,Average.Green,Average.Blue,Average.Luminosity,Average.L.Value,Average.a.Value,Average.b.Value,Average.Hue,Average.Chroma,Lobedness.Degree,Pericarp.Area,Pericarp.Thickness
LYC-57 LYC-57,2,240.1587018,3469.548616,48.34466667,50.37666667,87.20666667,88.646,88.2031002,1.7597,1.8039,1.8309,0.7671,0.5464,1.4038,0.0542,0.1781,0.4991,0.0087,198.1,147.4,0.0251,113.5,96.1,0,0,0,0.2557,0.1592,0,0.4146,0.3658,0.7878,0.8889,0.8927,1.807,0.3903,136.4749,78.2257,64.2219,94.4421,42.735,25.0847,22.5122,41.9063,33.7052,1.5455,0.6836,0.1723
LYC-58 LYC-58,2,194.4495307,2524.073805,58.58933333,58.84333333,47.66733333,51.64666667,51.95868027,0.8777,0.8136,0.877,0.7572,0.6922,1.0939,0.0352,0.059,0.578,0.0697,239.6,211.8,0.1321,173.3,165.2,0,0,0,0.1523,0.0439,0,0.1009,0.4525,0.7356,0.8889,0.8854,0.8116,0.4484,127.0989,69.4042,53.8477,85.1431,38.6768,25.3903,23.6491,42.9665,34.6979,1.3756,0.6368,0.2011
LYC-59 LYC-59,2,213.9589659,3039.57815,51.816,52.324,72.05133333,72.47466667,71.53535773,1.3851,1.3905,1.3755,0.6683,0.6601,1.0124,0.0344,0.114,0.5327,0.0384,196.9,200.3,0.044,162.1,134.7,0,0,0.0751,0,0.086,0.0797,0,0.4474,0.7953,0.8901,0.8889,1.3934,0.3853,161.822,95.1405,54.3609,101.733,50.521,25.2063,40.917,58.3654,48.0579,3.4287,0.7181,0.1516
LYC-60 LYC-60,2,247.1354045,3966.30748,76.11533333,76.53866667,55.45666667,63.16133333,63.1897898,0.8252,0.7286,0.832,0.7519,0.7219,1.0416,0.0453,0.0886,0.5864,0.093,240,229.8,0.217,175,170.6,0,0,0.0915,0,0.1316,0.1593,0,0.4772,0.7007,0.8893,0.8862,0.727,0.468,121.1373,71.8082,55.9447,83.3164,38.5643,20.8036,21.7714,46.3022,30.1129,5.2883,0.8066,0.0981
LYC-61 LYC-61,2,237.4188546,3382.129436,76.962,77.724,43.09533333,53.76333333,55.17449807,0.6917,0.56,0.7161,0.8174,0.6645,1.2301,0.0635,0.1483,0.5785,0.1654,271.6,251.8,0.3093,176.6,169.1,0,0,0,0.1874,0.085,0,0.2547,0.4441,0.6404,0.8904,0.8865,0.5592,0.5093,130.0261,66.7949,51.8931,85.5708,38.6073,28.0451,25.1198,41.8506,37.6502,4.2899,0.7527,0.1309
LYC-62 LYC-62,2,240.7658973,3517.985796,79.16333333,79.33266667,44.11133333,56.134,55.7294796,0.7076,0.5572,0.7095,0.7326,0.6888,1.0637,0.0669,0.1531,0.5638,0.1114,259.2,243.3,0.2191,194.1,176.2,0.0956,0.0453,0,0.1063,0.3294,0,0.2008,0.4781,0.6284,0.8908,0.8889,0.5576,0.5033,148.9405,91.6162,74.5729,105.1627,48.1577,23.3679,23.9043,45.6501,33.4287,0.775,0.7193,0.15
LYC-63 LYC-63,2,246.9220699,3715.454935,82.88866667,83.39666667,46.736,55.45666667,56.9368178,0.665,0.5638,0.6928,0.8069,0.6292,1.2825,0.0607,0.1553,0.5585,0.1176,269.4,242.8,0.2144,268.85,166.6,0.0201,0.0301,0,0.1944,0.0998,0,0.2654,0.4397,0.6728,0.8889,0.8853,0.5627,0.4786,133.3757,68.6872,55.0106,88.6116,39.5115,28.7194,24.226,40.149,37.5726,3.4674,0.7194,0.1448
LYC-64 LYC-64,2,246.1434752,3739.712951,81.70333333,81.87266667,47.58266667,57.74266667,56.77292853,0.7053,0.5824,0.6953,0.6404,0.7088,0.9035,0.0594,0.1471,0.5311,0.103,262.3,243.2,0.2172,175.9,170.1,0.0088,0.0073,0.1233,0,0.2912,0.2435,0,0.4941,0.6579,0.8889,0.8871,0.5818,0.4807,126.847,72.1943,57.2642,86.5853,39.5094,23.8189,22.548,43.4299,32.7987,1.5419,0.6691,0.1806
LYC-65 LYC-65,2,261.5575414,4095.124426,81.44933333,81.788,50.8,64.516,66.3069032,0.7888,0.6237,0.8141,0.7838,0.5644,1.3886,0.0653,0.1197,0.5334,0.1484,278.3,264.9,0.2665,169.5,159.6,0.0052,0.0181,0,0.1831,0.1686,0,0.3513,0.4462,0.6307,0.8905,0.8889,0.625,0.4932,137.014,70.9032,57.9046,91.7019,40.6589,29.3027,24.0529,39.3806,37.9103,3.0267,0.7186,0.1518
LYC-66 LYC-66,2,228.9521879,3216.179948,72.898,74.08333333,45.12733333,54.61,56.9006736,0.7371,0.619,0.7751,0.8316,0.6144,1.3535,0.0588,0.1269,0.553,0.1209,261.8,245.1,0.2601,184.7,164.3,0.0109,0.0265,0,0.2237,0.1384,0,0.3111,0.4341,0.6584,0.8889,0.8852,0.6163,0.4893,141.4051,87.2481,67.9255,98.4873,45.6336,21.9256,24.2702,47.9055,32.7074,0.8741,0.6848,0.1716
LYC-67 LYC-67,2,242.2359223,3826.400949,75.692,76.2,55.79533333,63.16133333,63.8407918,0.8289,0.7371,0.8393,0.7472,0.5895,1.2676,0.036,0.0776,0.5324,0.1059,255.4,230,0.2221,169.9,153,0,0,0,0.1576,0.0847,0,0.2419,0.4651,0.706,0.8915,0.887,0.7367,0.4474,126.2453,82.6232,65.3901,90.1708,42.2119,17.5643,20.559,49.4914,27.0403,0.8433,0.7186,0.1504
LYC-68 LYC-68,2,235.5611748,3473.806672,76.36933333,76.53866667,47.244,56.72666667,56.72324613,0.7412,0.6186,0.7436,0.6984,0.6896,1.0129,0.0545,0.126,0.5589,0.1242,273.8,245.5,0.2889,172.8,164.4,0,0,0.0996,0,0.1765,0.1541,0,0.4851,0.6667,0.8902,0.8884,0.6194,0.4796,144.8217,94.5407,72.6131,102.3214,48.2436,19.4166,25.1703,52.3532,31.7891,3.6457,0.7358,0.1412
LYC-70 LYC-70,2,289.3601867,3719.275716,35.89866667,47.15933333,104.9866667,109.0506667,116.6903432,2.3124,2.9245,3.2857,0.8892,0.9858,0.9019,0.1015,0.3064,0.5733,0.0197,233.1,96.4,0.0469,80.5,65.5,0,0,-0.0624,0,0.5003,0.2948,0,0.2997,0.7708,0.9315,0.9126,2.9349,0.4924,154.2685,70.8248,59.4896,100.5405,43.7039,36.8533,27.81,37.0387,46.1688,3.1213,0.5772,0.2512
LYC-71 LYC-71,2,139.0337749,1265.954457,44.28066667,44.45,30.988,35.052,37.4262904,0.7886,0.6998,0.8589,0.7533,0.6367,1.1832,0.0422,0.0925,0.561,0.0882,251.1,224.7,0.1474,173.3,162.3,0,0,0,0.1414,0.0485,0,0.1018,0.4879,0.707,0.8902,0.8875,0.7019,0.4598,136.0774,80.6142,59.8888,92.2792,43.0941,23.0051,26.3364,48.8625,34.9691,0.8735,0.6351,0.2009
LYC-72 LYC-72,2,219.8401665,3257.692409,60.79066667,61.04466667,68.91866667,69.68066667,66.96273967,1.1415,1.1337,1.1077,0.4401,0.6072,0.7248,0.0324,0.0628,0.4586,0.053,257.4,199.7,0.1074,174.2,141.9,0,0,0.1127,0,0.2256,0.2614,0,0.48,0.7908,0.8904,0.888,1.1324,0.3552,134.1781,69.3405,57.6139,90.2004,40.0321,28.9079,23.0572,38.5762,36.977,1.1248,0.6675,0.1815
LYC-73 LYC-73,2,230.5633523,3311.663628,52.74733333,52.91666667,78.65533333,82.38066667,82.45856,1.5568,1.4912,1.559,0.626,0.5345,1.1712,0.041,0.1471,0.4738,0.0288,224.6,136.7,0.0678,127.5,106.3,0,0,0,0.0938,0.0992,0,0.1577,0.52,0.7634,0.8897,0.8876,1.496,0.3743,111.9398,79.7607,58.9204,80.5201,39.249,11.9538,20.5058,59.76,23.7357,0.9236,0.6498,0.1927
LYC-74 LYC-74,2,166.7178869,1895.351048,53.50933333,53.594,40.97866667,43.688,44.621831,0.8152,0.7658,0.8366,0.7358,0.6123,1.2016,0.0311,0.0702,0.5415,0.0533,210.1,213.2,0.1342,176,164.9,0,0,0,0.1601,0.0227,0,0.1138,0.4554,0.7495,0.8894,0.8874,0.7659,0.4221,139.5746,71.2487,54.2967,91.2063,41.1442,29.8575,27.4045,42.547,40.5275,0.6894,0.6193,0.2093
LYC-76 LYC-76,2,250.8223245,4026.092306,64.34666667,64.34666667,70.95066667,79.756,81.84228827,1.2395,1.1026,1.2786,0.6961,0.6039,1.1525,0.0413,0.0798,0.5175,0.0516,275.7,228.05,0.0804,347.1,137.3,0,0,0,0.1048,0.2094,0,0.1563,0.5011,0.712,0.8898,0.8886,1.102,0.4303,127.5576,65.7531,52.6003,84.746,38.0961,27.6473,23.8295,40.7585,36.4995,1.7201,0.5887,0.2306
LYC-77 LYC-77,2,305.5947829,5410.892404,104.3093333,104.8173333,48.93733333,63.16133333,63.60608733,0.6026,0.4692,0.6085,0.7963,0.7443,1.0698,0.0732,0.1971,0.5942,0.1227,216.3,252.3,0.3096,221.6,169.5,0.0926,0.0079,0,0.1407,0.2097,0,0.2016,0.4584,0.6201,0.8902,0.8885,0.4695,0.527,143.6023,76.6401,61.8842,96.6471,43.4204,28.9196,25.4258,41.3216,38.5074,1.8707,0.7191,0.1481
LYC-78 LYC-78,2,234.6443703,3373.563145,77.04666667,77.55466667,44.36533333,53.42466667,54.99873853,0.6889,0.5758,0.7238,0.7901,0.6879,1.1486,0.0586,0.143,0.5819,0.1456,279.4,245,0.2948,175.6,168.1,0,0,0,0.1609,0.0834,0,0.2089,0.4659,0.6635,0.8894,0.8875,0.5742,0.4922,132.5745,60.6669,51.3002,86.4369,37.5008,32.931,23.9222,35.996,40.7029,1.4766,0.637,0.1995
LYC-79 LYC-79,2,227.3113733,3389.907199,69.25733333,69.596,54.01733333,59.944,62.29923193,0.8613,0.78,0.906,0.7408,0.6773,1.0939,0.0371,0.0669,0.5524,0.0393,243.6,214.3,0.0538,176.9,163.7,0.0068,0.0268,0,0.1318,0.1206,0,0.1363,0.4576,0.7214,0.8885,0.8885,0.7798,0.446,132.5976,66.2888,54.0048,87.7805,38.8633,29.7716,23.8712,38.7231,38.16,1.2529,0.6687,0.1816
LYC-80 LYC-80,2,316.5348339,4964.033083,102.87,103.124,38.94666667,64.60066667,79.95504287,0.6264,0.3786,0.7795,0.3095,0.6971,0.4439,0.1189,0.2532,0.523,0.0605,285.6,326.2,0.1094,167.4,175.7,0.0118,0.0513,0.1114,0,0.5071,0.4638,0,0.4758,0.4829,0.8889,0.8889,0.3794,0.5951,146.8986,77.6358,62.8188,98.6671,44.2233,29.8529,26.0676,41.1275,39.6323,NA,NA,NA
LYC-81 LYC-81,2,203.1272205,2761.693401,54.01733333,55.79533333,63.66933333,65.278,65.14148347,1.17,1.1787,1.2059,0.5298,0.7163,0.7396,0.0403,0.0719,0.4633,0.0208,216.7,132.3,0.0582,172,155.5,0,0,0.2434,0,0.0523,0.3241,0,0.6005,0.7792,0.8863,0.8876,1.1765,0.3762,102.1198,74.0565,56.2954,74.8152,36.0768,10.7433,17.457,58.3913,20.4979,0.5459,0.6663,0.1826
LYC-82 LYC-82,2,240.6270778,3674.903044,75.86133333,76.53866667,50.71533333,57.74266667,59.44635473,0.7544,0.6685,0.7862,0.8192,0.7098,1.1541,0.0551,0.1166,0.5907,0.0821,236,241.4,0.1999,175.2,169.1,0.0019,0.0032,0,0.1898,0.1097,0,0.2137,0.4135,0.7019,0.8918,0.8885,0.6676,0.4757,143.7378,79.7735,64.7944,98.1122,44.1988,27.4096,24.4315,41.7121,36.7176,1.4041,0.6363,0.2
LYC-83 LYC-83,2,280.357072,4583.618073,91.694,92.03266667,46.05866667,62.31466667,63.28616587,0.6771,0.5023,0.6896,0.8218,0.6436,1.2769,0.0741,0.1686,0.5894,0.1602,265.4,253.2,0.2808,201.2,176,0.1098,0.0227,0,0.1934,0.1197,0,0.2886,0.4416,0.5905,0.8912,0.8857,0.5023,0.5394,144.8288,84.3133,68.2097,100.2428,45.5859,25.3492,24.1563,43.6197,35.0158,2.9179,0.736,0.1411
LYC-84 LYC-84,2,164.1212364,1753.702586,50.88466667,51.308,36.322,41.48666667,43.18158327,0.8086,0.7138,0.8486,0.8037,0.6423,1.2513,0.0438,0.0853,0.5695,0.0949,276.1,224.1,0.1481,177.7,165.6,0,0,0,0.2063,0.0226,0,0.1606,0.4102,0.6994,0.8906,0.886,0.7125,0.473,149.5977,81.987,64.5381,100.748,45.5601,28.6387,26.9365,43.2457,39.316,1.4202,0.602,0.2226
LYC-85 LYC-85,2,102.8929616,731.4895764,30.48,30.56466667,27.60133333,29.37933333,30.45558213,0.9612,0.9056,1.002,0.7611,0.6,1.2685,0.0317,0.0401,0.5232,0.0403,237.3,190.5,0.0663,171.2,161.5,0,0,0,0.1753,0.0636,0,0.0923,0.4294,0.7514,0.8904,0.8874,0.9028,0.4237,128.4773,83.1114,48.5975,83.3282,42.2655,16.5494,32.307,62.876,36.2991,0.6783,0.6003,0.2253
LYC-86 LYC-86,2,173.3579887,2038.19664,52.74733333,53.086,43.77266667,47.41333333,48.90444033,0.8931,0.8299,0.927,0.7737,0.5939,1.3027,0.0343,0.0458,0.5488,0.0554,238.6,205,0.0846,167.2,155.7,0,0,0,0.2062,0.0248,0,0.1806,0.425,0.737,0.8898,0.886,0.8306,0.4355,122.5036,65.0825,51.3622,81.7744,36.7671,25.7686,22.5198,41.151,34.2223,0.7276,0.5587,0.2519
LYC-87 LYC-87,2,225.076004,3239.549076,70.612,71.12,47.752,55.54133333,57.5639946,0.781,0.6763,0.8142,0.7914,0.6583,1.2022,0.0469,0.0991,0.555,0.0816,271.9,229.5,0.1285,199,170.6,0.0398,0.0073,0,0.1935,0.0803,0,0.1905,0.4284,0.687,0.8893,0.8876,0.6757,0.4791,136.689,79.9075,44.7653,85.3892,42.6313,22.4413,35.8089,57.9248,42.2598,0.8482,0.6197,0.2107
LYC-88 LYC-88,2,196.9866097,2583.736768,52.832,53.594,60.02866667,62.82266667,63.5147574,1.1722,1.1362,1.2041,0.7724,0.3205,2.41,0.0325,0.047,0.5103,0.0297,214.1,174.8,0.0582,78.3,132.5,0.0017,0.1068,0,0.2663,0.0441,0,0.3808,0.4043,0.7638,0.8913,0.8844,1.1365,0.3858,136.2236,117.1096,67.2825,95.778,53.2777,-0.0027,35.7475,90.0043,35.7475,1.5397,0.5588,0.2496
LYC-89 LYC-89,2,249.457083,3947.576334,76.53866667,77.724,53.594,63.33066667,65.87358767,0.8148,0.7002,0.8624,0.8352,0.604,1.3828,0.0541,0.0965,0.5514,0.0943,255,240.6,0.1794,172.3,162.5,0,0,0,0.2358,0.1417,0,0.3444,0.385,0.6747,0.8873,0.8858,0.6981,0.481,140.132,74.4388,61.8328,94.9744,42.1689,28.8368,23.434,39.0988,37.1579,1.1372,0.6373,0.1999
LYC-90 LYC-90,2,212.7536935,2870.388524,63.33066667,64.008,48.17533333,56.98066667,58.42267547,0.8902,0.7607,0.9213,0.7687,0.6163,1.2473,0.0518,0.0726,0.5508,0.0961,250.1,255.4,0.1917,164.5,153.6,0,0,0,0.1914,0.1087,0,0.2511,0.4086,0.6756,0.8902,0.8867,0.7592,0.4675,148.8843,99.3898,62.1637,99.3166,49.8489,17.0895,34.4807,63.6359,38.4833,0.9679,0.6354,0.202
LYC-91 LYC-91,2,140.8638619,1378.018749,37.50733333,37.592,44.87333333,46.05866667,46.9646508,1.2252,1.1964,1.2258,0.6275,0.6388,0.9823,0.0239,0.0683,0.5148,0.0231,207.7,154.3,0.0779,165.3,146.2,0,0,0.1306,0,0.0274,0.0423,0,0.5294,0.7808,0.8908,0.8889,1.2045,0.3902,137.4191,74.6994,60.7851,93.243,41.7557,27.4088,23.631,40.7669,36.1893,0.9147,0.586,0.2313
LYC-92 LYC-92,2,152.6165435,1615.552324,44.02666667,44.11133333,44.53466667,45.72,44.81084933,1.0365,1.0115,1.0042,0.6808,0.6269,1.0859,0.0222,0.0257,0.5311,0.0393,216,174.5,0.0763,171.2,152.4,0,0,0,0.1229,0.0599,0,0.0812,0.4648,0.7792,0.8898,0.8879,1.0096,0.3911,133.6733,100.7636,66.2401,94.1807,48.3156,9.4473,29.2891,72.1228,30.775,0.4985,0.5581,0.2518
LYC-93 LYC-93,2,236.9704261,3799.469104,70.104,70.18866667,62.31466667,67.98733333,66.619374,0.9686,0.8889,0.9503,0.6425,0.6981,0.9204,0.0308,0.0367,0.5417,0.0625,234,217.5,0.1779,186.6,167.9,0.0056,0.0093,0.1521,0,0.1109,0.1567,0,0.5243,0.7332,0.8909,0.8882,0.8882,0.4232,151.0516,79.6639,64.0797,101.2235,45.3691,30.6429,27.1918,41.5851,40.968,1.1155,0.6369,0.2009
LYC-94 LYC-94,2,215.7776228,2912.366935,69.85,70.78133333,43.51866667,50.37666667,53.05469873,0.7117,0.623,0.7555,0.8206,0.6582,1.2468,0.0552,0.1284,0.5746,0.1074,253.6,238.5,0.1795,175.7,166.2,0,0,0,0.2079,0.057,0,0.2321,0.4084,0.6902,0.8913,0.8874,0.6231,0.4785,148.9584,138.2405,94.8312,114.8729,61.5401,-4.1858,29.8481,97.9829,30.1401,2.8654,0.7522,0.1308
LYC-95 LYC-95,2,194.8674538,2488.926922,58.42,58.75866667,47.66733333,54.18666667,55.55377933,0.9222,0.8159,0.9543,0.7319,0.5623,1.3015,0.0392,0.0489,0.5164,0.0677,244.2,222.8,0.1054,147,145.2,0,0,0,0.1667,0.137,0,0.2003,0.4469,0.7011,0.8889,0.8854,0.8116,0.4406,144.7747,78.1593,62.6429,97.5798,43.8849,28.6389,25.4995,41.6812,38.3459,0.6886,0.5589,0.25
LYC-96 LYC-96,2,222.2504572,2878.768436,72.81333333,73.32133333,38.01533333,48.17533333,52.44923893,0.657,0.5221,0.7188,0.8174,0.6837,1.1956,0.0668,0.1624,0.5901,0.0853,277.4,224.3,0.09,237.2,191.3,0.0664,0.0054,0,0.1859,0.086,0,0.1735,0.4394,0.6303,0.8905,0.8818,0.5203,0.5183,137.8187,71.1447,57.0633,91.6305,40.7101,29.2695,24.7032,40.1641,38.3008,1.7368,0.7176,0.1515
LYC-97 LYC-97,2,201.5565438,2738.123556,52.832,53.086,62.90733333,64.09266667,63.86483713,1.2073,1.1907,1.2108,0.7035,0.6346,1.1086,0.0327,0.0692,0.5416,0.0325,209.4,158.6,0.0336,172.4,143.4,0,0,0,0.1521,0.111,0,0.1328,0.4531,0.7831,0.8889,0.8862,1.1888,0.3938,145.1441,69.7311,57.3523,95.2271,41.7963,33.4726,26.3579,38.2186,42.6046,0.7321,0.5581,0.2514
LYC-98 LYC-98,2,200.4168543,2594.976889,56.47266667,59.01266667,49.86866667,55.118,57.52009493,0.934,0.8831,1.014,0.8891,0.5652,1.5729,0.0625,0.0634,0.5356,0.0547,267.1,215.2,0.0886,164.2,145,0,0,0,0.3199,0.0786,0,0.3769,0.3425,0.7231,0.8885,0.8868,0.8835,0.4575,140.4486,77.4523,60.0513,94.3352,42.9596,26.8911,25.939,43.9675,37.3626,1.1913,0.5589,0.2507
LYC-99 LYC-99,2,274.6472705,4372.98767,88.56133333,88.73066667,44.704,60.452,61.3161842,0.6813,0.5048,0.6917,0.7945,0.7333,1.0834,0.0733,0.1663,0.5894,0.1506,273.8,247.8,0.2963,228.1,168.6,0.0621,0.0053,0,0.1246,0.1928,0,0.1836,0.4804,0.5919,0.8903,0.8884,0.5048,0.5458,140.0391,68.431,58.9619,93.5707,40.6838,32.2266,23.3327,35.9053,39.7866,1.9874,0.7186,0.1502
LYC-100 LYC-100,2,167.8005026,1962.332993,48.514,48.68333333,47.15933333,50.63066667,49.99087453,1.04,0.9721,1.0322,0.6841,0.6213,1.1011,0.0241,0.0287,0.5164,0.0322,215.7,171.8,0.1478,357.9,156.1,0,0,0,0.1361,0.0928,0,0.1044,0.4515,0.7437,0.8916,0.8845,0.9737,0.4191,146.8853,73.2368,58.6472,96.682,42.9713,32.1901,27.0764,40.0685,42.0635,1.7181,0.5596,0.2495
LYC-101 LYC-101,2,236.2540699,3792.788113,65.87066667,66.294,67.47933333,71.28933333,71.74555967,1.0754,1.0244,1.0906,0.6979,0.6157,1.1336,0.0242,0.037,0.5275,0.047,241.4,177.7,0.0529,171.3,147.4,0,0,0,0.1423,0.0478,0,0.1241,0.4679,0.7562,0.8883,0.8883,1.0225,0.4128,143.199,64.6863,56.6698,93.94,40.3588,35.5713,24.4353,34.4867,43.1556,1.2767,0.5883,0.2308
LYC-102 LYC-102,2,200.2365227,2611.543164,61.38333333,62.06066667,46.90533333,52.49333333,53.94324153,0.8458,0.7641,0.8919,0.7738,0.6124,1.2635,0.0403,0.0698,0.5378,0.0653,234.3,224.9,0.111,168.9,158.4,0,0,0,0.2112,0.0705,0,0.2124,0.4129,0.7141,0.8911,0.8876,0.7647,0.4492,137.1232,83.2142,67.7558,96.4386,44.1147,22.4752,22.0977,44.5147,31.5189,1.2968,0.6044,0.2205
LYC-103 LYC-103,2,283.7648799,5015.036565,82.97333333,83.566,67.39466667,81.36466667,79.4376872,0.9737,0.8122,0.9584,0.6173,0.5173,1.1933,0.051,0.0719,0.4508,0.1304,275.7,265.3,0.2532,166.3,135.4,0,0,0,0.0977,0.3363,0,0.3741,0.5078,0.6625,0.8883,0.8883,0.8112,0.4402,121.4669,65.7875,53.4418,82.2567,36.8774,24.9336,21.0552,40.1794,32.6344,2.7673,0.6847,0.1713
LYC-104 LYC-104,2,209.322416,2822.840232,67.47933333,67.73333333,44.61933333,50.88466667,53.31298287,0.7512,0.6612,0.7911,0.793,0.6562,1.2084,0.0473,0.1093,0.5764,0.0782,248.7,232.1,0.1618,175,168.4,0,0,0,0.1877,0.026,0,0.1921,0.4376,0.7,0.8898,0.8861,0.6604,0.4672,109.8857,109.5652,70.5431,85.936,48.3727,-7.7444,25.6825,106.7803,26.8247,2.199,0.7016,0.1604
LYC-105 LYC-105,2,123.4013788,1056.392152,35.13666667,35.39066667,34.88266667,36.15266667,36.9932966,1.0215,0.9928,1.0554,0.7446,0.6699,1.1115,0.028,0.0321,0.5612,0.0258,204.3,161.6,0.059,170.7,162.3,0,0,0,0.149,0.0199,0,0.0668,0.4614,0.77,0.8889,0.8865,0.9939,0.4231,133.6569,72.921,56.8165,89.6075,40.6308,26.4448,24.6311,42.9663,36.1389,0.645,0.5575,0.2517
LYC-106 LYC-106,2,240.2273834,3441.068387,76.454,77.216,44.196,56.21866667,59.61549333,0.7281,0.5781,0.7763,0.8029,0.66,1.2164,0.0682,0.1443,0.5674,0.1127,285.6,261.3,0.1863,176.5,164.9,0.0088,0.0067,0,0.1638,0.1254,0,0.2761,0.4518,0.6275,0.8889,0.8851,0.5778,0.5099,141.5402,78.3324,61.4582,95.5025,43.4188,26.9854,25.6186,43.5117,37.2092,0.6635,0.6687,0.181
LYC-107 LYC-107,2,237.4443901,3657.806304,74.76066667,75.946,52.74733333,58.75866667,60.15592913,0.7737,0.7055,0.7953,0.8256,0.6353,1.2995,0.0463,0.0955,0.551,0.0767,240.7,223.1,0.1424,181.333,167.1,0.0026,0.0149,0,0.2194,0.1147,0,0.271,0.4078,0.7157,0.8889,0.8873,0.7045,0.4625,135.0752,74.3803,59.8764,91.7252,41.3312,26.4709,23.4912,41.587,35.3913,1.2755,0.6204,0.2101
LYC-108 LYC-108,2,242.2714145,3688.092982,76.87733333,77.04666667,50.37666667,59.85933333,64.05048573,0.7769,0.6553,0.835,0.7357,0.663,1.1096,0.0484,0.1098,0.5584,0.0541,260.2,228.9,0.0451,172.2,164.8,0,0,0,0.0828,0.1373,0,0.1693,0.5276,0.6714,0.8893,0.886,0.6529,0.4747,126.2787,69.4463,52.0165,83.9037,38.5055,24.7482,24.7971,45.0565,35.0338,3.4354,0.6044,0.2174
LYC-109 LYC-109,2,124.2465892,1066.829408,36.66066667,36.83,33.18933333,35.306,36.48813293,0.9586,0.9053,0.9976,0.7159,0.6674,1.0727,0.0248,0.0268,0.5453,0.042,231.9,187.1,0.0536,176.1,156.9,0.001,0.0031,0,0.1311,0.0223,0,0.047,0.4652,0.75,0.8889,0.8864,0.907,0.4336,124.89,65.5388,49.3873,81.9733,37.2286,26.2986,24.6337,43.1278,36.0339,0.6132,0.557,0.2523
LYC-110 LYC-110,2,211.2396588,3012.567452,59.944,60.02866667,56.388,62.82266667,62.54669567,1.0465,0.9407,1.0464,0.7105,0.6441,1.1031,0.0359,0.0415,0.5224,0.0546,257,204.3,0.1031,175.9,153.5,0,0,0,0.1143,0.1414,0,0.1716,0.473,0.7179,0.8896,0.8881,0.9399,0.4373,97.8077,67.3302,52.1761,70.5774,33.5622,12.3837,16.2045,52.6124,20.3946,2.0738,0.6674,0.1819
LYC-111 LYC-111,2,192.9000037,2484.174243,58.166,58.50466667,47.07466667,52.15466667,52.3483586,0.8915,0.8093,0.9018,0.7569,0.6536,1.1581,0.0354,0.0553,0.556,0.0733,273.9,202.1,0.0985,171.7,165,0.0013,0.005,0,0.1472,0.0738,0,0.1405,0.4659,0.722,0.8898,0.888,0.8102,0.4486,128.8052,72.2187,58.0946,87.8978,39.7413,24.6863,22.006,41.7147,33.0708,0.881,0.6039,0.2218
LYC-112 LYC-112,2,188.5419479,2362.798142,58.08133333,58.58933333,46.31266667,50.46133333,51.27748613,0.8613,0.7974,0.89,0.7799,0.5845,1.3342,0.0389,0.0585,0.5356,0.0772,242.8,222.3,0.1739,166.2,149.4,0,0,0,0.1956,0.0303,0,0.2234,0.4564,0.7328,0.8898,0.8862,0.7956,0.4307,112.3359,58.6468,46.6217,74.7217,33.3706,24.7003,20.4645,39.6421,32.0765,0.609,0.6033,0.2217
LYC-113 LYC-113,2,157.7496633,1721.731324,48.006,48.17533333,41.74066667,44.28066667,43.88573053,0.9192,0.8695,0.9174,0.7266,0.6226,1.1671,0.027,0.0365,0.5403,0.0392,230.6,191.3,0.0713,170.5,155,0,0,0,0.1407,0.0551,0,0.1114,0.4723,0.751,0.8889,0.8849,0.8673,0.4206,140.6217,81.0594,50.439,89.9237,43.7036,23.8854,33.4662,54.484,41.1157,0.9457,0.5877,0.2326
LYC-114 LYC-114,2,237.1432815,3447.075543,78.82466667,79.07866667,44.61933333,56.388,55.60348713,0.7131,0.5661,0.7115,0.3566,0.6971,0.5116,0.0614,0.1508,0.5079,0.0805,280.6,227.3,0.1105,221.9,188,0.0563,0.0078,0.1392,0,0.3824,0.2565,0,0.506,0.6316,0.8861,0.8861,0.5645,0.4896,151.8678,92.9641,56.9,98.2436,48.4907,22.0696,36.0799,58.5464,42.2945,1.5032,0.7529,0.1305
LYC-115 LYC-115,2,108.4058369,810.9947938,33.02,33.274,29.12533333,30.48,31.49344307,0.916,0.8821,0.9562,0.6872,0.6513,1.0551,0.0255,0.0402,0.5249,0.0368,225.9,16.2,0.0836,176.1,154.5,0,0,0.1361,0,0.05,0.0485,0,0.5444,0.7632,0.8896,0.8867,0.8782,0.4065,125.6353,72.2081,56.6107,85.7334,39.1873,23.1538,22.2548,43.8657,32.115,0.8762,0.5563,0.2539
